[2023-11-05T16:05:03.721-0800] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: source_extracting_dag.unzip_sales_data_task manual__2023-11-06T00:04:45.694105+00:00 [queued]>
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1083} INFO - Dependencies all met for <TaskInstance: source_extracting_dag.unzip_sales_data_task manual__2023-11-06T00:04:45.694105+00:00 [queued]>
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1279} INFO - 
--------------------------------------------------------------------------------
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1280} INFO - Starting attempt 1 of 1
[2023-11-05T16:05:03.725-0800] {taskinstance.py:1281} INFO - 
--------------------------------------------------------------------------------
[2023-11-05T16:05:03.729-0800] {taskinstance.py:1300} INFO - Executing <Task(BashOperator): unzip_sales_data_task> on 2023-11-06 00:04:45.694105+00:00
[2023-11-05T16:05:03.731-0800] {standard_task_runner.py:55} INFO - Started process 91381 to run task
[2023-11-05T16:05:03.734-0800] {standard_task_runner.py:82} INFO - Running: ['airflow', 'tasks', 'run', 'source_extracting_dag', 'unzip_sales_data_task', 'manual__2023-11-06T00:04:45.694105+00:00', '--job-id', '113', '--raw', '--subdir', 'DAGS_FOLDER/source_extract_dag.py', '--cfg-path', '/var/folders/jh/g6c8fm7j3x148qd22mrgmrsw0000gn/T/tmpqh95ss8v']
[2023-11-05T16:05:03.735-0800] {standard_task_runner.py:83} INFO - Job 113: Subtask unzip_sales_data_task
[2023-11-05T16:05:03.757-0800] {task_command.py:388} INFO - Running <TaskInstance: source_extracting_dag.unzip_sales_data_task manual__2023-11-06T00:04:45.694105+00:00 [running]> on host anishs-air.lan
[2023-11-05T16:05:03.774-0800] {taskinstance.py:1507} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=airflow
AIRFLOW_CTX_DAG_ID=source_extracting_dag
AIRFLOW_CTX_TASK_ID=unzip_sales_data_task
AIRFLOW_CTX_EXECUTION_DATE=2023-11-06T00:04:45.694105+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=manual__2023-11-06T00:04:45.694105+00:00
[2023-11-05T16:05:03.775-0800] {subprocess.py:63} INFO - Tmp dir root location: 
 /var/folders/jh/g6c8fm7j3x148qd22mrgmrsw0000gn/T
[2023-11-05T16:05:03.775-0800] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', 'unzip /Users/anishmore/airflow/data/snowpark-example/end2end-sample-data/3-region-sales-data.zip -d /Users/anishmore/airflow/sources/']
[2023-11-05T16:05:03.778-0800] {subprocess.py:86} INFO - Output:
[2023-11-05T16:05:03.783-0800] {subprocess.py:93} INFO - Archive:  /Users/anishmore/airflow/data/snowpark-example/end2end-sample-data/3-region-sales-data.zip
[2023-11-05T16:05:03.817-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/._date=2020-01-14
[2023-11-05T16:05:03.817-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-22/
[2023-11-05T16:05:03.817-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/._date=2020-01-22
[2023-11-05T16:05:03.818-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-25/
[2023-11-05T16:05:03.818-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/._date=2020-01-25
[2023-11-05T16:05:03.818-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-03/
[2023-11-05T16:05:03.818-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-03
[2023-11-05T16:05:03.819-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-04/
[2023-11-05T16:05:03.819-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-04
[2023-11-05T16:05:03.819-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-05/
[2023-11-05T16:05:03.819-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-05
[2023-11-05T16:05:03.819-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-02/
[2023-11-05T16:05:03.820-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-02
[2023-11-05T16:05:03.820-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/.DS_Store
[2023-11-05T16:05:03.820-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._.DS_Store
[2023-11-05T16:05:03.820-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-20/
[2023-11-05T16:05:03.821-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-20
[2023-11-05T16:05:03.821-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-27/
[2023-11-05T16:05:03.821-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-27
[2023-11-05T16:05:03.821-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-18/
[2023-11-05T16:05:03.821-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-18
[2023-11-05T16:05:03.822-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-11/
[2023-11-05T16:05:03.822-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-11
[2023-11-05T16:05:03.822-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-16/
[2023-11-05T16:05:03.822-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-16
[2023-11-05T16:05:03.822-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-29/
[2023-11-05T16:05:03.823-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-29
[2023-11-05T16:05:03.823-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-17/
[2023-11-05T16:05:03.823-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-17
[2023-11-05T16:05:03.823-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-28/
[2023-11-05T16:05:03.824-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-28
[2023-11-05T16:05:03.824-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-10/
[2023-11-05T16:05:03.824-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-10
[2023-11-05T16:05:03.824-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-26/
[2023-11-05T16:05:03.824-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-26
[2023-11-05T16:05:03.825-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-19/
[2023-11-05T16:05:03.825-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-19
[2023-11-05T16:05:03.825-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-21/
[2023-11-05T16:05:03.825-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-21
[2023-11-05T16:05:03.826-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-07/
[2023-11-05T16:05:03.826-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-07
[2023-11-05T16:05:03.826-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-09/
[2023-11-05T16:05:03.826-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-09
[2023-11-05T16:05:03.826-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-31/
[2023-11-05T16:05:03.827-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-31
[2023-11-05T16:05:03.827-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-30/
[2023-11-05T16:05:03.827-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-30
[2023-11-05T16:05:03.827-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-08/
[2023-11-05T16:05:03.827-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-08
[2023-11-05T16:05:03.828-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-06/
[2023-11-05T16:05:03.828-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-06
[2023-11-05T16:05:03.828-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-24/
[2023-11-05T16:05:03.828-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-24
[2023-11-05T16:05:03.829-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-23/
[2023-11-05T16:05:03.829-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-23
[2023-11-05T16:05:03.829-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-15/
[2023-11-05T16:05:03.829-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-15
[2023-11-05T16:05:03.829-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-12/
[2023-11-05T16:05:03.830-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-12
[2023-11-05T16:05:03.830-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-13/
[2023-11-05T16:05:03.830-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-13
[2023-11-05T16:05:03.830-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-14/
[2023-11-05T16:05:03.830-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-14
[2023-11-05T16:05:03.831-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-22/
[2023-11-05T16:05:03.831-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-22
[2023-11-05T16:05:03.831-0800] {subprocess.py:93} INFO -    creating: /Users/anishmore/airflow/sources/sales/source=FR/format=json/date=2020-01-25/
[2023-11-05T16:05:03.831-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=FR/format=json/._date=2020-01-25
[2023-11-05T16:05:03.832-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-03/order-20200103.snappy.parquet
[2023-11-05T16:05:03.832-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-03/._order-20200103.snappy.parquet
[2023-11-05T16:05:03.832-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-04/order-20200104.snappy.parquet
[2023-11-05T16:05:03.832-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-04/._order-20200104.snappy.parquet
[2023-11-05T16:05:03.833-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-05/order-20200105.snappy.parquet
[2023-11-05T16:05:03.833-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-05/._order-20200105.snappy.parquet
[2023-11-05T16:05:03.833-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-02/order-20200102.snappy.parquet
[2023-11-05T16:05:03.833-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-02/._order-20200102.snappy.parquet
[2023-11-05T16:05:03.834-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-20/order-20200120.snappy.parquet
[2023-11-05T16:05:03.834-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-20/._order-20200120.snappy.parquet
[2023-11-05T16:05:03.834-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-27/order-20200127.snappy.parquet
[2023-11-05T16:05:03.834-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-27/._order-20200127.snappy.parquet
[2023-11-05T16:05:03.834-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-18/order-20200118.snappy.parquet
[2023-11-05T16:05:03.835-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-18/._order-20200118.snappy.parquet
[2023-11-05T16:05:03.835-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-11/order-20200111.snappy.parquet
[2023-11-05T16:05:03.835-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-11/._order-20200111.snappy.parquet
[2023-11-05T16:05:03.835-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-16/order-20200116.snappy.parquet
[2023-11-05T16:05:03.836-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-16/._order-20200116.snappy.parquet
[2023-11-05T16:05:03.836-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-29/order-20200129.snappy.parquet
[2023-11-05T16:05:03.836-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-29/._order-20200129.snappy.parquet
[2023-11-05T16:05:03.836-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-17/order-20200117.snappy.parquet
[2023-11-05T16:05:03.836-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-17/._order-20200117.snappy.parquet
[2023-11-05T16:05:03.837-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-28/order-20200128.snappy.parquet
[2023-11-05T16:05:03.837-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-28/._order-20200128.snappy.parquet
[2023-11-05T16:05:03.837-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-10/order-20200110.snappy.parquet
[2023-11-05T16:05:03.837-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-10/._order-20200110.snappy.parquet
[2023-11-05T16:05:03.838-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-26/order-20200126.snappy.parquet
[2023-11-05T16:05:03.838-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-26/._order-20200126.snappy.parquet
[2023-11-05T16:05:03.838-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-19/order-20200119.snappy.parquet
[2023-11-05T16:05:03.838-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-19/._order-20200119.snappy.parquet
[2023-11-05T16:05:03.838-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-21/order-20200121.snappy.parquet
[2023-11-05T16:05:03.839-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-21/._order-20200121.snappy.parquet
[2023-11-05T16:05:03.839-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-07/order-20200107.snappy.parquet
[2023-11-05T16:05:03.839-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-07/._order-20200107.snappy.parquet
[2023-11-05T16:05:03.839-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-09/order-20200109.snappy.parquet
[2023-11-05T16:05:03.839-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-09/._order-20200109.snappy.parquet
[2023-11-05T16:05:03.840-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-31/order-20200131.snappy.parquet
[2023-11-05T16:05:03.840-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-31/._order-20200131.snappy.parquet
[2023-11-05T16:05:03.840-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-30/order-20200130.snappy.parquet
[2023-11-05T16:05:03.840-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-30/._order-20200130.snappy.parquet
[2023-11-05T16:05:03.841-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-08/order-20200108.snappy.parquet
[2023-11-05T16:05:03.841-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-08/._order-20200108.snappy.parquet
[2023-11-05T16:05:03.841-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-01/order-20200101.snappy.parquet
[2023-11-05T16:05:03.841-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-01/._order-20200101.snappy.parquet
[2023-11-05T16:05:03.841-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-06/order-20200106.snappy.parquet
[2023-11-05T16:05:03.842-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-06/._order-20200106.snappy.parquet
[2023-11-05T16:05:03.842-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-24/order-20200124.snappy.parquet
[2023-11-05T16:05:03.842-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-24/._order-20200124.snappy.parquet
[2023-11-05T16:05:03.842-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-23/order-20200123.snappy.parquet
[2023-11-05T16:05:03.843-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-23/._order-20200123.snappy.parquet
[2023-11-05T16:05:03.843-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-15/order-20200115.snappy.parquet
[2023-11-05T16:05:03.843-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-15/._order-20200115.snappy.parquet
[2023-11-05T16:05:03.843-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-12/order-20200112.snappy.parquet
[2023-11-05T16:05:03.843-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-12/._order-20200112.snappy.parquet
[2023-11-05T16:05:03.844-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-13/order-20200113.snappy.parquet
[2023-11-05T16:05:03.844-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-13/._order-20200113.snappy.parquet
[2023-11-05T16:05:03.844-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-14/order-20200114.snappy.parquet
[2023-11-05T16:05:03.844-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-14/._order-20200114.snappy.parquet
[2023-11-05T16:05:03.844-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-22/order-20200122.snappy.parquet
[2023-11-05T16:05:03.845-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-22/._order-20200122.snappy.parquet
[2023-11-05T16:05:03.845-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=US/format=parquet/date=2020-01-25/order-20200125.snappy.parquet
[2023-11-05T16:05:03.845-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=US/format=parquet/date=2020-01-25/._order-20200125.snappy.parquet
[2023-11-05T16:05:03.845-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-03/order-20200103.csv
[2023-11-05T16:05:03.846-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-03/._order-20200103.csv
[2023-11-05T16:05:03.846-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-04/order-20200104.csv
[2023-11-05T16:05:03.846-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-04/._order-20200104.csv
[2023-11-05T16:05:03.846-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-05/order-20200105.csv
[2023-11-05T16:05:03.846-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-05/._order-20200105.csv
[2023-11-05T16:05:03.847-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-02/order-20200102.csv
[2023-11-05T16:05:03.847-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-02/._order-20200102.csv
[2023-11-05T16:05:03.847-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-20/order-20200120.csv
[2023-11-05T16:05:03.847-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-20/._order-20200120.csv
[2023-11-05T16:05:03.848-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-27/order-20200127.csv
[2023-11-05T16:05:03.848-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-27/._order-20200127.csv
[2023-11-05T16:05:03.848-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-18/order-20200118.csv
[2023-11-05T16:05:03.848-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-18/._order-20200118.csv
[2023-11-05T16:05:03.848-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/sales/source=IN/format=csv/date=2020-01-11/order-20200111.csv
[2023-11-05T16:05:03.849-0800] {subprocess.py:93} INFO -   inflating: /Users/anishmore/airflow/sources/__MACOSX/sales/source=IN/format=csv/date=2020-01-11/._order-20200111.csv
